id,commentText,Labels,stopwords,upper,hastags,word_count,char_count,avg_word,numerics
Ugxd0BOrn52VRvdmvot4AaABAg,great thanks lot yummy parathas,5,3,0,0,5,31,5.4,0
UgxRMpRAl1YCPQ-KbFd4AaABAg,v nice,3,0,1,0,2,6,2.5,0
UgzLLw3RD3f1tdh6fd14AaABAg,thank ma trying parathas today  i succeed ill reply post,1,5,1,0,11,56,4.6,0
UgzUUQN_HuANvof5avp4AaABAg,so tasty also sweet aunty,5,4,0,0,5,25,4.2,0
UgwvMLvpBE_x0N4YOKV4AaABAg,superb mam,3,0,0,0,2,10,4.5,0
UgwlIssKV6KJsLrF-ut4AaABAg,badhia mamapka express karne ka tarikesekavi bour nehi hotiap bahat ache ho mampyarse patience ke saath samjhati he,4,0,0,0,18,115,5.444444444,0
UgwaCZXwjRwYLzwGMn14AaABAg,wow thanks u,5,0,0,0,3,12,3.333333333,0
Ugx-aN7iivLCZAojfYZ4AaABAg,very good tastie bhi healthy bhi,2,0,0,0,6,32,4.5,0
UgwSvyOOhX1vp-SF-bp4AaABAg,mai kal banaungi aaloo ke parathe,6,0,1,0,6,33,4.666666667,0
UgyC6lqcrI89h9NWNbN4AaABAg,muje bas aap pasand ho,4,0,0,0,5,22,3.6,0
Ugz_8Z80ZbiQWNKuYHJ4AaABAg,really sotasty ,2,0,0,0,3,15,6.5,0
Ugxtrsov7e0OaQQ-iPN4AaABAg,really lovely,3,0,0,0,2,13,6,0
UgxZsvxhlQvtJfwj9514AaABAg,apko dekh k ki yad aa jati h,4,1,0,0,8,28,2.625,0
UgyOIvV9ayIqz25ZkTB4AaABAg,nice recipe mam love,2,1,0,0,4,20,4.25,0
UgwmMI6lHO_SscvdgDp4AaABAg,nice,3,0,0,0,1,4,4,0
Ugw0hmdhaGfd-PekwgB4AaABAg,happy new year aanti,6,0,0,0,4,20,4.25,0
UgwIJS3Ts0yip1ICjPZ4AaABAg,madam we shall pour oil first pan because put parantha oil splash,6,10,0,0,12,65,4.5,0
UgxMsQAx1cujgFYcdah4AaABAg,wahi yammy yammy,2,0,0,0,3,16,4.666666667,0
UgydjpiVZQq85iIGinB4AaABAg,tsty parathaparath,2,0,0,0,2,18,8.5,0
UgyXnxm4n7MHdbDKqkV4AaABAg,nice yummy,2,0,0,0,2,10,4.5,0
UgyEVYoQYGpmP5i7App4AaABAg,thank much,1,2,0,0,2,10,4.5,0
UgzGNfXTTZKiRjZIGIZ4AaABAg,wow,3,0,0,0,1,3,3,0
Ugzk-JJRQY3k0W0TvuF4AaABAg,this amazing i tried tasty,2,2,1,0,5,26,4.4,0
UgzjzZg50DC-IVIHWmJ4AaABAg,yummy,2,0,0,0,1,5,5,0
UgyyadYgM_eWbp6c2Mp4AaABAg,nice,3,0,0,0,1,4,4,0
UgzsAjSKYiTzZ2Y2VdB4AaABAg,bot ganda,6,0,0,0,2,9,4,0
UgwKViV5am3-o4TDlGB4AaABAg,kya partha,6,0,0,0,2,10,4.5,0
UgyvDFc1M7GFwZZgR_J4AaABAg,very nice,3,0,0,0,2,9,4,0
UgyK6fPT9yb8TX-0p1B4AaABAg,apki awaj jaan nikal leti bahut khub samghati h cute,4,0,0,0,10,52,4.3,0
Ugw0y0hfaCYZmsCPoht4AaABAg,nisha madhulika top women,4,0,0,0,4,25,5.5,0
UgzDrI_Tw7Ft4-trye14AaABAg,wwoooww,3,0,0,0,1,7,7,0
Ugy46xdXbaX_SRdaHjl4AaABAg,aunty good talented ,4,5,0,0,4,20,5.666666667,0
UgxpRaI4jp7mT0L1eI54AaABAg,nice,3,0,0,0,1,4,4,0
UgwnvD2OQSO6E0PZTVd4AaABAg,thank  mrs singh showed make i kolkata but really helpful ,1,10,1,0,12,58,4.7,0
UgxwF47lGyCu-Z6JuCt4AaABAg,         easy recipe trying home thank ,5,4,0,0,15,39,5,0
UgxN4L2Wgik-faWZ3VJ4AaABAg,nice ,3,0,0,0,2,5,4,0
Ugx26Tcqjh_zuucf6iV4AaABAg,lovely paratha lovely woman love pakistan,5,2,0,0,6,41,6,0
Ugww526WauwgT7REGAd4AaABAg,today eate paratha friends india theyre make loved,6,6,0,0,8,50,5.375,0
UgzoZBNVMwbrCo6vuAJ4AaABAg,aapki hr recipe must rehti h,4,0,0,0,6,28,3.833333333,0
UgysTsr3DKsARCLFLAZ4AaABAg,aunty yummy aloo paratha ,2,1,0,0,5,25,5.25,0
Ugzltkmcft09DEvgkGp4AaABAg,mam i love way u narrate your voice sweet n way talking calm,4,6,1,0,13,60,3.692307692,0
UgzpdYc2uroH4KJiNpd4AaABAg,very testi,2,0,0,0,2,10,4.5,0
UgwRuvWmMfE-uMkTnhp4AaABAg,thanks mam,1,0,0,0,2,10,4.5,0
Ugx2jcr6b9o4ucs3k6J4AaABAg,nice way make aunty,4,4,0,0,4,19,4,0
Ugz2nOuj7aW191UWo_B4AaABAg,nice mam,3,0,0,0,2,8,3.5,0
UgzGF5xgjJP4Mq3NyW14AaABAg,garlic dalte orr bhi tasty banta,6,1,0,0,6,32,4.5,0
Ugwa6Kld0yb5RulJFaJ4AaABAg,very testy,2,0,0,0,2,10,4.5,0
UgyNN6USuemMUbtcbcl4AaABAg,nisha jee r best chef really like u frm pakistan ,4,1,2,0,11,49,3.9,0
UgyqEGZtgsLTshIWrrt4AaABAg,tasty,2,0,0,0,1,5,5,0
UgwIwFexjNZFDLXq5Uh4AaABAg,mam hamare parathe fat jate h kya kare ki fate nhi,7,0,0,0,11,50,3.636363636,0
UgzrP1Gd-Txwo4sA7-14AaABAg,nice,3,1,0,0,1,4,4,0
Ugyd0Hgyc2eWNFrL5HJ4AaABAg,wow amazing learn parathas recipie,6,2,0,0,5,34,6,0
UgzFiyOVvO3UYxswm3Z4AaABAg,aloo ke parathe mujhe bahut bahut pasand hai aap mujhe bhej na,6,1,0,0,12,62,4.25,0
Ugzvn_72Bu-mFl3_vTt4AaABAg,hi nisha mam please make paratha curry recipes as early possible,6,2,0,0,11,64,4.909090909,0
UgzdhRamfSOuZTUNocx4AaABAg,maam aloo fry krke b parathe banate hai plz uski recipe bhi share kariye,6,1,0,0,14,72,4.214285714,0
UgyV5Myd5XiZW6mv_nF4AaABAg,aunty ji khane ka man kiya,6,0,0,0,6,26,3.5,0
Ugy-ZlAUFYSoslXTpjB4AaABAg,thank u mam,1,0,0,0,3,11,3,0
UgxrSX1dj4byfdrCTyl4AaABAg,nice paratha sooo yummy explain karne ka tharikha hohat acha he superb,5,0,0,0,12,70,4.916666667,0
UgxsVCmKbwlAjyHHjXV4AaABAg,very nice paratha,2,1,0,0,3,17,5,0
UgyWTRcBNdcCqZnu4h54AaABAg,most welcome mam,6,0,0,0,3,16,4.666666667,0
UgzpjYNPxoDOlGMqo9d4AaABAg,kuch dikh nhi raha,6,0,0,0,4,18,3.75,0
UgwrEnkACA0lGDUfmXt4AaABAg,wow mam kya aapne parthe banaye hai ,2,0,0,0,8,36,4.142857143,0
UgxCpkNoG5lIpxawX9B4AaABAg,nice,3,0,0,0,1,4,4,0
UgwBxd_1vUGaYX-84uJ4AaABAg,awww seems like sweet lady i subscribed ,4,5,1,0,8,40,4.714285714,0
Ugz9eDbiy0pxnR5GoBV4AaABAg,mam intelligent video good,5,8,0,0,4,26,5.75,0
Ugw5IdVoiRqcPZBd7Qp4AaABAg,bohot bohot shukriya aunty jee aapka pyar se batane ka tarika bhi bohot acha hai,5,0,0,0,15,80,4.4,0
UgzlvwhJz3YoYWuRYvV4AaABAg,hi nishajii love ur videosn way u explainloads love keep helping us cooking variety dishes i tried aloo paratha n turned yummythanks lot,5,7,1,0,23,136,4.956521739,0
Ugyd2QrGnT9XDHIXhCN4AaABAg,pata nahi kyo lekin jab bhi aapki video dekhta hu eaisa feel hota hai meri maa mujhe samjha rahi hai thanks lot your voice attractive,5,3,0,0,25,133,4.36,0
Ugykg4E8ULwW5TOjLjV4AaABAg,thank aunty ,1,1,0,0,3,12,5,0
Ugx0I15selbHayVJM6Z4AaABAg,brilliant mam  yummy ,5,1,0,0,5,21,5.666666667,0
UgzJ0FJf9ldswrm4jVN4AaABAg,nisha ji  aap bhut acchi trhan explain karte ho   nice reciepe ,5,0,0,0,15,63,4.454545455,0
UgxN3OTmHtp0yRQ-AOt4AaABAg,i really like ur videos inspired u and ill try ur recipeslove u mamrespect,4,7,1,0,14,74,4.357142857,0
UgyVPSL58cv0yFM85jV4AaABAg,i tried ur recipe came superthank u much i learnt many dishes uplease finger papad ingredients making post ur coming video please,5,7,2,0,22,129,4.909090909,0
UgzwvPMnh53n2dpbviF4AaABAg,very nice paratha,2,0,0,0,3,17,5,0
Ugxf8pa1tMaZANTBCTl4AaABAg,wahhhh aunty kya banaya paratha tasty lajawaabmuh pani aa gayakya bolu mekash ye paratha bahar aa jatame banaungi aaj hinahi raha jayega,5,1,0,0,22,136,5.227272727,0
Ugzqc9qk5E_kb9H949N4AaABAg,i like ur recipes n also trying home love u maam shahina frm new zealand,4,4,1,0,15,72,3.866666667,0
UgweXPOYR_hl5jYuW0F4AaABAg,so tasty aunty,2,0,0,0,3,14,4,0
Ugye2opHND9COtpSdDl4AaABAg,she talented thanks alot mam ,5,2,0,0,6,29,4.8,0
Ugwi6AowOGF3-3GWTPB4AaABAg,tadka lga kr bhi hum stuffing bna sacte h,7,0,1,0,9,41,3.666666667,0
Ugwq1G6ZQac98gbt_fR4AaABAg,very nice mam bahut hi acche bataya h aapne thanks,5,1,0,0,10,50,4.1,0
UgzfpYskJXbF4vnjkJl4AaABAg,mam like way u cook easy n great taste,4,2,0,0,9,38,3.333333333,0
UgzSnjQZRs6nxiDPRwB4AaABAg,mamaap kon sa tail use krte hai pranthe banane ke liye,7,0,0,0,11,54,4,0
UgzjRseyuYIwYDNkdO54AaABAg,kuch new racipe batoo na  nisha ji big fan ap ke raspice try karte bhoot accha banta samosa aloo ke takie allmost cooking nisha ji imran khan hasband  city nagpur,4,5,0,0,32,162,4.366666667,0
UgxqC7TUWSCd-ciowuR4AaABAg,alu hre hai,6,0,0,0,3,11,3,0
Ugw6XUBtf-e47DqT6WJ4AaABAg,waoo mam very teasty me jarur try krungi thanku mam,5,0,0,0,10,51,4.2,0
UgzB6yW_JTUpylsOYNh4AaABAg,thnx favourite recipe,1,3,0,0,3,21,6.333333333,0
Ugyk2hx5voxYeNnJHgN4AaABAg,nice,3,0,0,0,1,4,4,0
UgwwwszXnDaGEevjJM14AaABAg,super madam watch smusic vaibhav puja marathi,6,2,0,0,7,45,5.571428571,0
Ugxttffomfyi-u688Md4AaABAg,super mam,3,0,0,0,2,9,4,0
UgyaIpmtgXCj8CbD3-x4AaABAg,nisha ji ke raspice bhoot pasand aate hai love cooking nisha ji name mrs nusrath khan nagpur city,4,5,0,0,18,97,4.444444444,0
UgzwO78Ifbp4pZsX1Cl4AaABAg,you sweet,4,2,0,0,2,9,4,0
UgxCEw4rEFpME_ZRZPV4AaABAg,you done difficult receipe easy way awesome ,4,4,0,0,8,44,5.285714286,0
UgyNVbB449021SPsHjd4AaABAg,mam usual vvv nicy recipe i love alu paratha,5,1,1,0,9,44,4,0
UgyK32jyq1HF4hccpVV4AaABAg,ur explainations clear love ur videos mam ,4,2,0,0,8,42,5,0
Ugz5_9ylYbtluYjmwqd4AaABAg,i would say thank mam good cooking ,1,3,1,0,8,35,4,0
UgwYF8m-Un8MHEcGtwB4AaABAg,whenever want cook something search youtube channel first reason voice nice dnt irritates like others youtubers channels second way teach cooking make feel easy learn ,4,19,0,0,26,167,5.68,0
Ugy10KE3TacBzNuFA5R4AaABAg,aaloo pratha,6,0,0,0,2,12,5.5,0
UgzpnjpLm5Mr9Hbrz9Z4AaABAg,tasty,2,0,0,0,1,5,5,0
Ugy2LI9k8wCKHwOSctt4AaABAg,theek h eshe hi banaugi ,6,0,0,0,6,24,3.8,0
UgzXhhfaMm1IZwg_-xx4AaABAg,good method thanks mam,5,0,0,0,4,22,4.75,0
UgwytG5rJjI9W8gRQD94AaABAg,very nice paratha,2,1,0,0,3,17,5,0
UgzbjlvLfF1ujDvzGQJ4AaABAg,please mam share diet food receipes,6,1,0,0,6,35,5,0
Ugz1v83zJGwUdnFeZLt4AaABAg,bahut achhe bne mere prathe,2,0,0,0,5,27,4.6,0
UgxCSstVbROYkg-H1Qx4AaABAg,hello mam love much ,6,2,0,0,5,20,4,0
UgxeggAKKkEUM5i4BL54AaABAg,wow testy yummy yummy thanku mam try,5,3,0,0,7,36,4.285714286,0
UgymW1rbRpfItsl5j9l4AaABAg,thanks mamu sweet  lovely,5,2,0,0,5,25,5.25,0
Ugwd10LhMbd0iiTCrXV4AaABAg,yummy paratha ,2,0,0,0,3,14,6,0
Ugx797YDaa708mjC0ex4AaABAg,very nice,3,0,0,0,2,9,4,0
UgwXon5DwkTxwd2UkhJ4AaABAg,super,3,0,0,0,1,5,5,0
Ugxn8tV7bwjmiZr3iM94AaABAg,i wanted ask question always thought appropriate resist today i want ask whether use dishwasher cleaning utensils coz look new,6,17,2,0,20,126,5.35,0
UgwZj-yMmtDA5IxEp414AaABAg,aap k samjhane ka tarika bhut acha h,4,0,0,0,8,36,3.625,0
UgzJKnwHa9kNjm85XAd4AaABAg,wah nisha auntylove frm pakistan ,3,0,0,0,6,33,5.6,0
UgxWRBF95cue4xoSKTV4AaABAg,very testi,2,0,0,0,2,10,4.5,0
UgyhwpGM83_i4i45pyp4AaABAg,love u nd ur recipies aunty,2,0,0,0,6,27,3.666666667,0
UgxgMEZB73zbUUTLVLV4AaABAg,very nice aunty,3,0,0,0,3,15,4.333333333,0
UgzpEr115b4nInoQlkp4AaABAg,mam recipes good cooking way easy aapki help se b kitchen bahut kuchh bnane lgi hu thank much mam im biggest fan ,5,10,0,0,23,113,4.136363636,0
UgzRWwZ_N_JLZjE9DS54AaABAg,this looks yummy,2,1,0,0,3,16,4.666666667,0
UgykJgWCHQrzJxiU_Hl4AaABAg,super super,3,0,0,0,2,11,5,0
Ugx57RBzJCNr_qJslOF4AaABAg,excellent mam thank much ,5,2,0,0,5,25,5.25,0
UgzwwIhDOQpeYkm13rt4AaABAg,thank mam nice recipe,5,3,0,0,4,21,4.5,0
Ugwe01wsS_cuZ-MYQzF4AaABAg,ak tumhari neck itni hil rahi hoti hai k mera dheyan tumhari neck p hota hai,6,2,0,0,16,76,3.8125,0
UgyIyLUlK61qnoObD-B4AaABAg,kya aate sabhi aalo masalo koo mix kr skte h kya plz reply plzzzzzzzzzzzzzzzzzzzzzz,7,2,0,0,14,83,5,0
UgwasScHniorBw1BAZh4AaABAg,bohat tasty dikh rahahei mean fantastic,2,0,0,0,6,39,5.666666667,0
Ugy7peWvk5ZJtMXb2Nd4AaABAg,sweet ,4,3,0,0,2,6,5,0
Ugy9eiLIRPMn7uA8nG94AaABAg,thnx mamaap reply karne bhi bahut fast ho,5,2,0,0,8,41,4.25,0
UgxeTBivEQEZY5441Wx4AaABAg,kya mam garam masala use kar skte h,7,0,0,0,8,35,3.5,0
UgxzCvK-D9dxy2B2I7d4AaABAg,hi kya hum purpose flour use kar sakte hai,7,1,0,0,9,42,3.777777778,0
Ugw3Yw72DMcXxdMYuzp4AaABAg,wow soo taste,2,0,0,0,3,13,3.666666667,0
UgwzecrDPWVRM4FjjHx4AaABAg,nice,3,0,0,0,1,4,4,0
UgxHEndNIUijxpzpZBx4AaABAg,nice,3,0,0,0,1,4,4,0
UgxsXsRyQoEmauBJ5u54AaABAg,madam u explain softly sweetly like ur paratha,4,2,0,0,8,46,4.875,0
Ugzq0tKR6lk6Df2wWph4AaABAg,hello mam aapka har recipe bahut testi hota h apka har recipe follow krti hu mere husband toh bahut khush ho jaate h mere se thank mam,4,2,0,0,27,134,4,0
UgyD3jPD9yW7a623vnV4AaABAg,super auntie,3,0,0,0,2,12,5.5,0
UgydzTuDhmbDsjoCDlJ4AaABAg,nice,3,0,0,0,1,4,4,0
Ugw91pwV3wfGKt-BSp94AaABAg,nice,3,0,0,0,1,4,4,0
UgyYopLDq45z7QoFUiB4AaABAg,very well explainedi wish i cook like,4,2,1,0,7,37,4.428571429,0
UgwJHLzWFZQpiC86RER4AaABAg,m aapke hr video dekhti hu aap bhut ache ho,4,0,1,0,10,43,3.4,0
UgwYeUwIQzmzjC5UgU14AaABAg,tasty,2,3,0,0,1,5,5,0
UgwQZDi6c1RXwdFWBSZ4AaABAg,one like talented anty ,4,2,0,0,5,23,4.75,0
UgxPCV4joG_ZkyJNgSN4AaABAg,nice made anty,4,0,0,0,3,14,4,0
Ugw-0R4tXqCzbU3BIwh4AaABAg,buhat acha sikhati hayn,4,0,0,0,4,23,5,0
UgxMioVUCDaIXtm-cfF4AaABAg,bahut tasty bahut mast tha ghar sbko bahut bahut pasand aaya bahut tasty tha ,2,1,0,0,15,77,4.5,0
