id,commentText,Labels,stopwords,upper,hastags,word_count,char_count,avg_word,numerics
UgxOcRj1_391Zms4KnB4AaABAg,masha allah yummy  the main thing u  i like video the way u show steps one one way u cook really looking beautiful,4,12,1,0,25,114,3.913043478,0
Ugy7ms4oapaLlp-Bb9t4AaABAg,thank friendto post video make chicken biryani i like it thank u much  love u friend im dubai,1,7,1,0,19,93,4.166666667,0
UgxBzigKjmm_sbyTgiV4AaABAg,curd ko skip kar sakte h maa sahi bariyani masala chicken masala ensabko skip kar sakte h maa,7,1,0,0,18,93,4.222222222,0
UgzVzR5J0Hcd8Z0wBZN4AaABAg,u show make merinate chicken,7,6,0,0,5,28,4.8,0
UgwvwNivd502SJ6oYN94AaABAg,hi kabita agar briyani ki quantity jyada ho bhi kya cooking timing rahegi,7,2,1,0,13,73,4.692307692,0
UgzkEExZWEGchzQTArV4AaABAg,u r awesome kabita ji,4,0,1,0,5,21,3.4,0
UgyAc2X07sTrqysGy4N4AaABAg,chicken marinette oil ya ghee ni dalenge wo jis bartan hum bna rahe h uske niche chipkegi nahi kya pls bttaiye na mujhe bnani h,7,3,0,0,25,127,4.12,0
UgwGSomVyu5DYviT3PF4AaABAg,i love recipes,4,1,1,0,3,14,4,0
UgyR89xN2E_MX6QatdV4AaABAg,kabita didi plz tell us brand basmati rice usingplz,7,3,0,0,9,51,4.777777778,0
Ugw4LVw5IHl5CB8l_IV4AaABAg,measure rice water,7,2,0,0,3,18,5.333333333,0
UgymnKmKQHlaprKmOYB4AaABAg,u r sweeteven getting many views comments read everyones comments respondthemsuch gesture ,4,7,1,0,13,90,6.5,0
Ugxmb1Z9PzhkbL2SI3p4AaABAg,i already tried egg biryani time chicken  mam master,4,7,1,0,10,52,4.777777778,0
Ugys34cYHq02CVYJjmB4AaABAg,its delicious,2,1,0,0,2,13,6,0
UgzR_S0TnLqnJWUkHdR4AaABAg,aap mujhe bahut pasand ho mam,4,0,0,0,6,29,4,0
UgwhMwQFxlwQTG2sIyR4AaABAg,though i unable follow language step step preparation clear meeasy simple method preparing dum briyanidefinitely try,4,11,1,0,16,116,6.3125,0
UgxFSkHIFAPfmCMcGE14AaABAg,mast    ,3,0,0,0,5,8,4,0
UgwRbB6QI3PoCLjqWQp4AaABAg,ap boht achi hain apki recipe bhi kamal ki hai,4,1,0,0,10,46,3.7,0
UgzggBu-7G4SaiQ42Y54AaABAg,wao nice recipe ,2,1,0,0,4,16,4.333333333,0
UgzYOSbLtoBQOgeX9cx4AaABAg,ma abhi tak isko  baar bana chuki hu unexpressable par comment pahli baar kar rahi hu,6,0,0,0,17,85,4.3125,0
UgxBJIQbQwtTwa3WXp54AaABAg,very good,3,0,0,0,2,9,4,0
UgzLIDhoGfxG1XV5NON4AaABAg,i made today ur biryani receipe tasty nd nice,2,3,1,0,9,45,4.111111111,0
Ugwf1lURL-xHU9wLc_R4AaABAg,very nice recipe yummy,2,0,0,0,4,22,4.75,0
UgzwmG_-84IV0k7UfD14AaABAg,nice recipe,2,0,0,0,2,11,5,0
UgxUuHwuddmO_xLLMw94AaABAg,very well explained hit homei prepared many times n everyone loved itsuperb mamkeep,4,12,0,0,13,83,5.461538462,0
UgxcAQk-gEGKDBtJRNR4AaABAg,superb mam,3,0,0,0,2,10,4.5,0
Ugxk8-U5CyqEdRpNzxt4AaABAg,so nice,3,0,0,0,2,7,3,0
UgzRoVHgCxVoBb82u8B4AaABAg,mam wheh mix rose water,7,2,0,0,5,23,3.8,0
UgxNKcpHUbClOyc6d_54AaABAg,kewda water bhi use krte h kya isme,7,0,0,0,8,35,3.5,0
UgxG9ZPfzzVLK7Pz99x4AaABAg,this simplest way cooking biryani try it thanks video,5,7,0,0,9,53,5,0
UgwZtOuR0siULUDQ6k14AaABAg,which brand shahi biryani masala chicken masala different brand different flavourpls advice,7,3,0,0,12,91,6.666666667,0
Ugy2_7OT6bxf5FMH8sJ4AaABAg,agr dhi pudina na ho,7,1,0,0,5,20,3.2,0
Ugwa7oZgtYLUOFJxj9x4AaABAg,skip mint leaves,7,2,0,0,3,16,4.666666667,0
UgzPBFPQbYSC6fPiCRp4AaABAg,hididi mujhe puchna tha ki jo dahi apna dala oo kesa tha mene last time dahi dala dahi khata tha toh chiken gravy khata ho geya,7,0,0,0,26,127,3.923076923,0
UgzJyTOMmh_gRaS4OCd4AaABAg,thanks,1,0,0,0,1,6,6,0
Ugw7teLliYgsTrwguwJ4AaABAg,oooooh,6,0,0,0,1,6,6,0
UgwAv8Tz2m2v8uTR56Z4AaABAg,kya tamatar nahi dalna hai,7,0,0,0,5,26,4.4,0
UgzUvEtCAfk_pKNdRKB4AaABAg,very taste,2,0,0,0,2,10,4.5,0
Ugwu9pLyRE7LXUT_1nV4AaABAg,chicken ko freeze mein nehi rakhne se koi prblm ho gaya kya di,7,0,0,0,13,62,3.846153846,0
UgxLJQhlsZXFiGeX38d4AaABAg,i tried ur recipe dum biryani its good n tasty but chicken got burnt little what i avoid again please give suggestion,5,7,2,0,22,117,4.363636364,0
UgzUcv6MhfIzLC0h63J4AaABAg,shahi chicken masala combination what because yahan pe shahi masala nahi milta pls reply mam,7,3,0,0,15,92,5.2,0
UgyUPwZO-D0cXdf4Eet4AaABAg,big process,6,0,0,0,2,11,5,0
UgwifHa_gQgDVkT9Trd4AaABAg,i tried today came delicious i added kade masala ingredients  times kg chicken  kg  gm basmathi rice followed every step came really well my family loved recipe thank u sharing recipe,5,18,2,0,34,183,4.838709677,0
UgxaTEE9qkGhdkPaDsV4AaABAg,kitne log khayenge,6,0,0,0,3,18,5.333333333,0
Ugw-nNIDxDt6M2FCDHx4AaABAg,ab ye javitri kya hota hai ,7,0,0,0,7,27,3.5,0
UgweFJTOOi3bOzoMwZt4AaABAg,mene ye try kiya  delicious thnkuu lovely recipe mam,5,3,0,0,10,52,4.777777778,0
UgyTOPjeuqkuLdW_IHF4AaABAg,very nice kabita sis im madurai tamil nadu,3,1,0,0,8,42,4.375,0
UgzE_bEjlk5XvqLd6YB4AaABAg,nice presentation,4,0,0,0,2,17,8,0
UgzudcwTypPMJlKDJ9R4AaABAg,wow nice,3,0,0,0,2,8,3.5,0
UgwvxomMA6r1JKqxxtJ4AaABAg,kg chiken main kitna dahi cahiye,7,0,0,0,6,32,4.5,0
UgzgusIIL_ZRiz8a84h4AaABAg,agar rice chicken ka quantity kam ho timing rahega,7,3,0,0,9,50,4.666666667,0
UgzZ0FZgLEuE9Lhclcp4AaABAg,mene app ki biryani try ki bahot achi bani sab ko achi lagi lekin muje agar jada grevy chahiye kya kare thank ,5,2,0,0,23,110,4,0
UgzKeX3OW3vaeBdb-6d4AaABAg,maam kya ghe ke jagah batter use kar sakte kya,7,1,0,0,10,46,3.7,0
Ugx0SmSs30kuWgrjgeB4AaABAg,how much time i cook stove im making beef,7,5,1,0,9,41,3.666666667,0
Ugw18NzfFJ6KQqSYWHR4AaABAg,u r best chef youtube mam,4,2,1,0,6,25,3.333333333,0
UgwU6SxRUrNjkm3AC-14AaABAg,mam aapne kitne chawal kitna pani liyapakane ke liyekyuki jb bhi mai banati hutb chawal sahj se cook hote hi nhiplzz mam ek baar sahi se bata dijiye,7,1,0,0,28,148,4.321428571,0
UgygNpsJ3VaSk0PX8qF4AaABAg,super recipe mam i tried it it awesome thanks lot super keep going,5,4,1,0,13,66,4.153846154,0
UgwWhIZ9BQAP9Rq5tFt4AaABAg,amazing recipe best,2,0,0,0,3,19,5.666666667,0
Ugx8bHW7w5s2OfUmtgZ4AaABAg,mam chikn ke pis kacche nahi rahenge pls mere qustion ka aanswer dena pls,7,0,0,0,14,73,4.285714286,0
UgzLPkcePh4kkZZSCNt4AaABAg,hai dear im kerala big fan hyderabadi biriyani i doubt i non stick pan in case type vessel used dum step,5,16,2,0,21,104,4,0
Ugx87IcuTz5dD06Ijap4AaABAg,thank,1,1,0,0,1,5,5,0
Ugy1tFmzBj-WSPSeFvp4AaABAg,i tried it testy,2,3,1,0,4,16,3.25,0
Ugx3n0zn3IPsY-HTSpp4AaABAg,your cooking neat clean,4,3,0,0,4,23,5,0
UgxlmUJL6tXfljUoqlJ4AaABAg,world best briyani i moved canada i craved moms biryani tastes exactly like it thank much   must tryyyyy it,5,10,5,0,21,107,4.578947368,0
UgywLZjWX_Z8sCHDbOV4AaABAg,hii maami question asku taken g chicken dis biryani timing accordingbut vary amount chickenis timing stil vl change timingpls help,7,22,0,0,20,130,5.55,0
UgxOf3VXU815Wa250I54AaABAg,bhauji agar mutton  kg aur chawal  kg ho timing kya hoga,7,1,0,0,13,56,4,0
UgyL4v5k27Bum0h0-nF4AaABAg,itna aata zayaah krna dum dene k lye himaqat nahi ,7,0,0,0,11,50,4,0
UgwckGs5E1lJRG2fnxB4AaABAg,pahle mai sochta tha doctor se hi sadi karunga but iss video ko dekhne ke bad lagta hai hotel management best hogi mere liye your husband really lucky i wish someday wife coocked ,6,5,1,0,34,179,4.424242424,0
UgzhKdlf7bdUo3_Z2yF4AaABAg,i tried yummy thank u kabita mam,5,0,1,0,7,32,3.714285714,0
UgzkYFPmsKw_aZy67zp4AaABAg,its perfect recipe chicken dum biriyanii simply followed step biriyani awsum first trythanks sharing well describing video ,5,11,0,0,18,123,6.235294118,0
UgzAF9KBU0zpaEeO-xJ4AaABAg,hello kabita ji good day i dubai cooked today biryani cooked delicious thank much ,5,10,1,0,15,82,4.857142857,0
Ugw-6Vtgz0bF6h7olC14AaABAg,i made exactly same and u knw what it insanely awesome d best ever restaurant thank much mskabita,5,5,2,0,18,97,4.444444444,0
Ugxumz5WJiY5havDXIF4AaABAg,nice recipe,2,0,0,0,2,11,5,0
UgyMuWNiFDbo7g9DIWF4AaABAg,kukar ni bna skte,7,1,0,0,4,17,3.5,0
UgxGVydEWAGzgko40Jx4AaABAg,hyderabadi khachy ghost ki biryani,6,0,0,0,5,34,6,0
UgwOOlrU8xGDBh6i5TJ4AaABAg,hello mam i tried biryani recipe today turns amazing  thanks alot delicious biryani indias no  cooking channel  #kabitas kitchen ,5,5,1,1,23,129,5.631578947,0
UgxIs_WdB2vHBzgD7Vh4AaABAg,hi mam i tried many receip upma pea nut chutney phoadosaand biryani recipe turned good i appreciated thank u much clear explaination ur recipe god bless keep ,4,18,2,0,28,158,4.851851852,0
UgwXNr2HqviGEA-J8h54AaABAg,madam ye rice kitne rs waale ha ,7,0,0,0,8,32,3.571428571,0
UgzE1QTUegZI73Kvyp54AaABAg,oh wow simple yet delicious will try,2,3,0,0,7,36,4.285714286,0
Ugxx9Sp6dzS51ktURa54AaABAg,bhai koy try mat karna ne try kiya ra pura chikan jalgaya,6,2,0,0,12,57,3.833333333,0
UgxnpcR2MWJ7uQVaHst4AaABAg,i try it you great job,4,3,1,0,6,22,2.833333333,0
Ugx2f-ADa9G10OHLYZp4AaABAg,hi kabitai tried biriyaniit tastybut lot water collected bottom vesselhow solve,5,12,0,0,11,79,6.272727273,0
UgxQSBuj8hxXNJawzZp4AaABAg,madam chicken me dahi dalne se chicken khata to nahi hota hai na,7,0,13,0,13,64,4,0
UgzERjtrsGW2mgGz68p4AaABAg,madam simple wale chawal bna skte hai kya,7,1,0,0,8,41,4.25,0
UgzqMqJEeN1KSLiG0fJ4AaABAg,madam chiken kaun sa legne leg piece wala ki jo dukan pr kaat kr dete hai,7,0,0,0,16,73,3.625,0
UgwL01Jf7BSAWWksX794AaABAg,madamshahi biryani masala kaisey banaye ya phir bahar karidley,7,1,0,0,9,62,6,0
UgzsU9qbl63moloUNxt4AaABAg,the measurements pretty accurate simple stepbystep explanation best wishes malaysia ,4,3,0,0,11,84,7.4,0
UgwIEnhz9y88wCtAdpF4AaABAg,agar kg chaval lege kitna dahi lena hai plz pty,7,1,0,0,10,47,3.8,0
UgzoWqMN2BY8W3v98CF4AaABAg,sahi use aap jyda mere hai,6,2,0,0,6,26,3.5,0
Ugy2mr0o5wU6O0Y2p8l4AaABAg,nice kabitaji easy information,4,2,0,0,4,30,6.75,0
UgxuQXYk-CKIIbx_oa14AaABAg,he raam chicken bjp walo se bach ke rahiyo mulaa ghosit kar denge sorry jokes,6,0,14,0,15,77,4.2,0
UgwvltxCX9RUiKyrYZZ4AaABAg,your way cooking good your recipes fantastic i try biryani saunday  please upload recipe chicken momos  love u much kabita dii,4,11,1,0,23,126,4.952380952,0
UgzVpOmbbd2i3JwZTid4AaABAg,so nice awesome,3,0,0,0,3,15,4.333333333,0
Ugwa9FEkK_voG2cFx6l4AaABAg,atta k dough crack aa ja rha aur pressure release ho ja rhe he solution,7,3,0,0,15,71,3.8,0
Ugy-tIULPX0Dug9rslZ4AaABAg,kabita mam reason learned cooking not made cooking hobby bachelor roommates always wait come office make something them all credit goes mam really awesome,4,24,0,0,24,154,5.458333333,0
UgxTrkXYtjNfXtP2k7N4AaABAg,hello mam i tried recipe today awesome i never tasted biryani restaurant earlier,2,9,2,0,13,80,5.230769231,0
UgwQXamr8GBl1gQKmht4AaABAg,so nice ,3,0,0,0,3,8,3,0
UgyK-ZCfpwZNUAEq33J4AaABAg,u r magicianjus love every recipe,4,2,1,0,6,33,4.666666667,0
UgyRaR7kl6aZWXLQFu94AaABAg,yummy recipe nice tried it tasty,2,5,0,0,6,32,4.5,0
Ugyfc4rmb_Q0pjxU3EF4AaABAg,or bht achchi bani thi chicken dum biryani thanku so much kabita di ,5,0,0,0,14,68,4.230769231,0
UgzX5gEILRWw-4PAPDV4AaABAg,am sorrycan u please cooking time again many minutes ,7,3,0,0,10,53,4.888888889,0
UgwAcU46JED4peWBjht4AaABAg,mam aapki recipe bahut achha laga aur aapka bathane ka tarika bhi bahuti achha hai mam mera ek sawal hai aapne usko seal karke banaya hai agar mai iss beiyani ko pressure cooker banane se kaisa rahega pl mam aap bathayenge,5,1,0,0,41,222,4.43902439,0
Ugye3cSpt9PV_-q6JPB4AaABAg,this going first cook ever life,6,5,0,0,6,31,4.333333333,0
UgwP40d0SmMeswmTo3t4AaABAg,delicious kabita mam u really great,4,1,0,0,6,35,5,0
UgxhNhus-S_BB6IJUnJ4AaABAg,nice recipe,2,0,0,0,2,11,5,0
UgwhJq58FzVXpTdqi2F4AaABAg,apne aata bataya hi nahi,6,1,0,0,5,24,4,0
Ugyg1I480mgM7L9RUjR4AaABAg,what low medium flame either wud b low medium,7,3,0,0,9,45,4.111111111,0
UgwrIK0WNxvyO3bWtZB4AaABAg,its delicious time consuming ,2,2,0,0,5,29,6.25,0
Ugwe0r0WkTjEgq3eGTh4AaABAg,i never cooked biryani looking video try looks ever nice,6,8,1,0,10,56,4.7,0
UgwbvQ7T5MulP8I77NJ4AaABAg,just perfect recipe mam thanks lot keep good work,5,3,0,0,9,49,4.555555556,0
Ugzu9tv4UFpAQj9FfWB4AaABAg,trying today hope comes gud,6,1,0,0,5,27,4.6,0
UgyTqo3dZZeGpMljygB4AaABAg,oil bilkul daala hi nahi aap ne,6,1,0,0,7,31,3.571428571,0
UgytqjPrmkfs9dCVz514AaABAg,how many people serve want try tomorrow,7,4,0,0,7,39,4.714285714,0
UgxN7Hb38YkjRIK2nwB4AaABAg,bahut hi achhi recipe hai mujhe bahut pasand hai hmesa market hi khane jana padta tha lekin ab ye problem bhi door ho gyi thanks mam,5,1,0,0,26,132,4.115384615,0
UgxFuiRVwIYmbefzMDZ4AaABAg,very nice cooking style,4,0,0,0,4,23,5,0
UgxM3RstVoP8FOs_K1p4AaABAg,this biryani awesome i made home the major problem face making biryani bottom use get burned way u said nothing got burned and one thing add table spoon oil marinating chicken even give taste,5,23,1,0,34,191,4.647058824,0
UgxOLSSDrwDdm6OBGL14AaABAg,you wonderful chef instructor keep good work,4,5,0,0,7,44,5.428571429,0
UgxihAZMbNGD62J932J4AaABAg,u added cooking oil wil work,7,2,1,0,6,28,3.833333333,0
UgxmYBVzONcMKMcGKWF4AaABAg,pls learn telugu,6,0,0,0,3,16,4.666666667,0
UgzTNVniR94-KKzUDWt4AaABAg,jab ghee dalte hai uska taste ya smell aata hai kya kyu ki mujhe ghee kewal roti k saath hi aacha lagta hai,7,1,0,0,23,107,3.695652174,0
UgwcZQTahINfL0k-hWl4AaABAg,biryani pan ki jgah cookar bna skte h kya,7,1,0,0,9,41,3.666666667,0
UgybzHmBpgK7DgGrEHF4AaABAg,i want dum biriyani i want normal one i seal edges pan answer please,7,9,3,0,14,68,3.928571429,0
Ugx3RVN1vkztl0vvXTJ4AaABAg,tq sister it amazing all try it superb sister,5,3,0,0,9,45,4.111111111,0
UgyCx-DC3ZAimQnonlJ4AaABAg,if make kg chicken biryani timing,7,6,0,0,6,33,4.666666667,0
UgwU_lQ3hMzQfe9NRZd4AaABAg,hiand thank u,1,0,0,0,3,13,3.666666667,0
Ugz5TGYqjxk3xVh0N594AaABAg,super recipes amazing ,4,2,0,0,4,22,6.333333333,0
UgxtFBV_kcoB5ONEDtx4AaABAg,hello mam plzz want recipe biryani masala powder plzzz,6,3,0,0,9,54,5.111111111,0
UgyGVIHxuhKvDGtkYgp4AaABAg,thanks,1,0,0,0,1,6,6,0
UgxSOh4NorqX01hj3Ip4AaABAg,very nice recipe,2,0,0,0,3,16,4.666666667,0
UgwECwmNRwSr0F67U0x4AaABAg, good mam nice recipe,2,1,0,0,5,21,4.25,0
UgwEGHqjtC4cAGv-FtF4AaABAg,today i tried recipe awesomemy husband loved itthanks alot making day,5,5,1,0,11,69,5.363636364,0
UgxXRTmRMl6nrY78sBF4AaABAg,timing explain kijiye plzzzzz,7,0,0,0,4,29,6.5,0
UgzHLXccYTmovrrWCht4AaABAg,biryani ka timing nhi samjha,6,0,0,0,5,28,4.8,0
UgyPaIFSCnOjTmsiqxV4AaABAg,maam kitina bhi jayada biriyani hotimeing rahega na plz reply maam,7,1,0,0,11,66,5.090909091,0
UgyypJbSLUz7atTRGv54AaABAg,agar tawa nahi hai direct heat kar sakte hai,7,1,0,0,9,44,4,0
UgyTGVdjqxf410dLT5t4AaABAg,hii mammera biryani bht acha bna bt chckn hlka sa lg jata h aisa q hota h,7,0,0,0,17,73,3.352941176,0
Ugxtrqy9wizF4cDynRd4AaABAg,bahot best,3,0,0,0,2,10,4.5,0
UgwscQQAvurD1dy3XeR4AaABAg,thanx mam ur biryani superbmy family loves much,5,4,0,0,8,47,5,0
UgwO_4bm78ZMue2ZiVd4AaABAg,pudina patta na ho kadi ptta use kr sakte h,7,1,0,0,10,43,3.4,0
UgwZN9q5N2yD1EDPQQ54AaABAg,man dahi ko replace karke kuch aur nhi daal sakte,7,0,0,0,10,49,4,0
UgyacNzLktRBFEPYNIZ4AaABAg,awesome recipe thank much,5,2,0,0,4,25,5.5,0
UgwxExrwXlPhKc1tm5h4AaABAg,love content keep good work ,4,3,0,0,6,28,4.6,0
UgxSENWdRzGYm0TDtuZ4AaABAg,hi mam  people ke liye kitna amount rice chicken use krna chahiye plzzzzz reply mam,7,2,0,0,16,83,4.533333333,0
UgyXMFs5KoWETIy0Tyd4AaABAg,ye meri  rd tym hme aapki recipe follow karti hnu ye toh restaurant ki biriyani se v bahat bahat bahat acha hjuzz lv itwell donemam,4,0,0,0,26,131,4.24,0
Ugwt1rRPxZGE7UIKi_94AaABAg,seeing peoples positive comments definitely makes want try recipe im giving go weekend thanks sharing recipe ,1,9,0,0,17,109,5.8125,0
UgwX22DL-PE0HSGPLTR4AaABAg,mam nest chef ,4,3,0,0,4,14,3.666666667,0
UgwqxpI-7c0eD0D-RJB4AaABAg,kesar na ho madam,7,1,0,0,4,17,3.5,0
UgyQ_a8XsWmUlJm93tJ4AaABAg,maam please app fried chicken biriyani recipe ki video baaniye,6,0,0,0,10,62,5.3,0
UgzifijCQ2VdWrUaTSh4AaABAg,please never forget write ingredients description below,6,3,0,0,7,55,7,0
Ugws-l_nCTabnTAFsUB4AaABAg,you explained well even cook house make biryani wellits soooo yumm yummone best biryanis i ever tastedwe thank good recipeand biryani home,5,25,1,0,22,138,5.318181818,0
UgwqH_QnEE6Su9uWQ6R4AaABAg,itne der tak biryani banane se accha bahar se hi order kar lo,6,0,0,0,13,61,3.769230769,0
Ugy5zJhvHEX-9aAu5kN4AaABAg,kitchen king acha sabji poudar masala bataiye na,7,0,0,0,8,48,5.125,0
UgwjcKvYvQVOejN6gdF4AaABAg,very nice biryani,2,0,0,0,3,17,5,0
UgxMUzjR2KshubmqFTl4AaABAg,maam one nicest youtubers countrykeep good work going on,4,7,0,0,9,56,5.333333333,0
UgyFl8-yKAE2pHuATMx4AaABAg,chicken masala lagakar fridge kitna samai tak rakh sakhte hai,7,2,0,0,10,61,5.2,0
Ugx3DwVc3SKviETeFNR4AaABAg,agar thora masale dar chaye kya kre,7,1,0,0,7,35,4.142857143,0
UgzmHApgCjE7cCNKH2B4AaABAg,u great mam so cute ,4,1,1,0,6,20,3,0
Ugw2CYt1I7Nul7V_-kN4AaABAg,im india living germany ur recipe life saver methankyu,5,7,0,0,9,54,5.111111111,0
UgwOK6pKHXaLIu05DgJ4AaABAg,you marinated chicken cook putting rice,6,5,0,0,6,39,5.666666667,0
Ugz4Bfp48A4RaYR1GJF4AaABAg,hi kavitai tired ur recipeit deliciousbut one problem therethe rice drycan please suggest make rice softthanks,5,7,0,0,16,110,5.9375,0
UgzTWm0Vbyt1V7No3bZ4AaABAg,mam mujhe nai khana bana ke itna lamba proses kuch chhota aasan sa btaiye plzz,6,1,0,0,15,78,4.266666667,0
Ugxf4NL6ykzYb7Ovd0N4AaABAg,we skip curd mam,7,1,0,0,4,16,3.25,0
UgzIoRyyH9WN1ENZlSx4AaABAg,which brand basmati recommend recipe do recommend parboiled basmati selaseila regular basmati,7,7,0,0,12,93,6.833333333,0
UgyNo1q9ri9iDXmpCGN4AaABAg,pudina ko skip nhi kar skte kya qki ye local market available nhi hote,7,1,0,0,14,70,4.071428571,0
UgyLZfhhDJaNh4RRH1p4AaABAg, calories one go,6,1,0,0,4,16,4.333333333,0
Ugzw0VsC82geoZv513t4AaABAg,mam agar aloo bokhare dalne ho tho wo chicken ke andar daal dene h jo marinate karte howe our kya chicken ko pehle cook nei kar sakte ese darr lagta h ke chicken pakke naa yaa jal na jae please reply,7,0,0,0,41,199,3.87804878,0
UgwgejSyykRa5jlY_mp4AaABAg,mam chiken ko ache saaf krlijiye gnda h jb chiken itna gnda h biryani ka test kaise acha ho akta plz agli recipie chiken ko ache saaf kriyega safai pr dhiyan de,6,5,0,0,32,160,4.03125,0
UgyCg9ZH1q0nPwlEMzd4AaABAg,i tried recipe todaychicken cooked beautifully well rice masala got burned n stuck bottomwas due little steam passing dum  my dough two leakage spot,7,14,1,0,25,148,5.166666667,0
UgwCxv5K5KwLumeJ13l4AaABAg,nice recipe i try,2,2,1,0,4,17,3.5,0
Ugy12-EJC6aekVqulHt4AaABAg,hi kabita i tried biryani home taste good i used flour seal pot seal got leaked middle biryani got burns bottom any idea properly seal pot,7,13,2,0,26,138,4.346153846,0
UgyzSxBefDh4Bt0fPfV4AaABAg,hi dear i made biryani yesterday per instructions lower chicken got burned ruined whole dish,6,9,1,0,15,92,5.2,0
Ugxb5wrV8X5q9z5IEX94AaABAg, kg chicken biryani how much time required cook chicken can say that please,7,2,1,0,14,75,4.769230769,0
Ugx3LJ_wqFCkaAlUm0p4AaABAg,thick pot ki jagah par kya use kar sakte h,7,0,0,0,10,42,3.3,0
Ugxy3MxRWauVL_Wb9oJ4AaABAg,the meat looked uncooked,6,0,0,0,4,24,5.25,0
UgyQbijd1qYPO2_dphJ4AaABAg,how make shahi biryani masala,7,1,0,0,5,29,5,0
UgxE4xWqOqZQqA8kv2V4AaABAg,kabita ji apki recipe bohot simple hai ap jeshe bol kar karte hai bhot acha hai,4,0,0,0,16,79,4,0
UgzYchr-HKsH4Vl4lLl4AaABAg,mam oil kab dalna hai,7,0,0,0,5,21,3.4,0
UgydmC7jqs9PIrXtJdt4AaABAg,taking time,6,2,0,0,2,11,5,0
Ugzsh4zonx3tns2Kseh4AaABAg,will try sure thank you,1,1,0,0,5,23,3.8,0
Ugwbj34hMupTMO1PmF14AaABAg,superb mam,3,0,0,0,2,10,4.5,0
UgwGT55NuPN-4aEVZ4l4AaABAg,this much spiciy,2,2,0,0,3,16,4.666666667,0
UgyYhmoXUhGzrQx1sa14AaABAg,i also tried recipe multiple times really yummy recipeif anyone beginner u check cooker biryani recipeits easy quick delicious,2,7,1,0,19,126,5.684210526,0
UgyN0OJWyaoQIrdAYtd4AaABAg,chicken pak jaayega aise,7,0,0,0,4,24,5.25,0
UgyR2rnTheWSYlmBCVl4AaABAg,maam kia hum chicken ki layr laga skate hai,7,1,0,0,9,43,3.888888889,0
Ugz94TGtcKNJqVVAJud4AaABAg,isse achchi meri mumma bnati h,6,1,0,0,6,30,4.166666667,0
UgyBQ2cniyJkAKbBuuh4AaABAg,aap master chef ho,4,0,0,0,4,18,3.75,0
Ugy3JUYBb0IRsgr8bcx4AaABAg,oh wow,3,0,0,0,2,6,2.5,0
UgwpqMqltOotNpQRzk94AaABAg,ye kachi dum biriyani,6,1,0,0,4,21,4.5,0
UgxbDWQYuM06hvFQVWp4AaABAg,i tried n really soo yummy mam thanks lot uploading delicious receip,5,5,1,0,12,68,4.75,0
UgypmYFSfBOTzbMH1V14AaABAg,galti sy  mint low kerdia ab kiakeron,7,0,0,0,8,37,4.285714286,0
